season,team_name,player_id,player_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Groin Injury,2023-12-06,,155
2023-2024,Nottingham Forest,163,S. Aurier,Missing Fixture,Calf Injury,2023-12-09,,52
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Groin Injury,2023-12-09,,155
2023-2024,Nottingham Forest,371,Felipe,Missing Fixture,Muscle Injury,2023-12-15,,154
2023-2024,Nottingham Forest,163,S. Aurier,Missing Fixture,Calf Injury,2023-12-15,,52
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Groin Injury,2023-12-15,,155
2023-2024,Nottingham Forest,371,Felipe,Missing Fixture,Muscle Injury,2023-12-23,,154
2023-2024,Nottingham Forest,22149,I. Sangare,Missing Fixture,Muscle Injury,2023-12-23,,63
2023-2024,Nottingham Forest,163,S. Aurier,Missing Fixture,Calf Injury,2023-12-23,,52
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Groin Injury,2023-12-23,,155
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Groin Injury,2023-12-26,,155
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,Red Card,2023-12-26,,117
2023-2024,Nottingham Forest,371,Felipe,Missing Fixture,Muscle Injury,2023-12-30,,154
2023-2024,Nottingham Forest,22149,I. Sangare,Missing Fixture,Yellow Cards,2023-12-30,,63
2023-2024,Nottingham Forest,163,S. Aurier,Missing Fixture,Calf Injury,2023-12-30,,52
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Groin Injury,2023-12-30,,155
2023-2024,Nottingham Forest,2991,C. Kouyate,Missing Fixture,National selection,2024-01-20,,10
2023-2024,Nottingham Forest,371,Felipe,Missing Fixture,Muscle Injury,2024-01-20,,154
2023-2024,Nottingham Forest,22149,I. Sangare,Missing Fixture,National selection,2024-01-20,,63
2023-2024,Nottingham Forest,18746,M. Gibbs-White,Missing Fixture,Muscle Injury,2024-01-20,,0
2023-2024,Nottingham Forest,25916,M. Niakhate,Missing Fixture,National selection,2024-01-20,,115
2023-2024,Nottingham Forest,2771,O. Aina,Missing Fixture,National selection,2024-01-20,,41
2023-2024,Nottingham Forest,163,S. Aurier,Missing Fixture,National selection,2024-01-20,,52
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Groin Injury,2024-01-20,,155
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,National selection,2024-01-20,,117
2023-2024,Nottingham Forest,2991,C. Kouyate,Missing Fixture,National selection,2024-01-30,,10
2023-2024,Nottingham Forest,305,D. Origi,Missing Fixture,Groin Injury,2024-01-30,,98
2023-2024,Nottingham Forest,22149,I. Sangare,Missing Fixture,National selection,2024-01-30,,63
2023-2024,Nottingham Forest,25916,M. Niakhate,Missing Fixture,National selection,2024-01-30,,115
2023-2024,Nottingham Forest,41577,N. Tavares,Missing Fixture,Loan agreement,2024-01-30,,183
2023-2024,Nottingham Forest,2771,O. Aina,Missing Fixture,National selection,2024-01-30,,41
2023-2024,Nottingham Forest,163,S. Aurier,Missing Fixture,National selection,2024-01-30,,52
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,National selection,2024-01-30,,117
2023-2024,Nottingham Forest,305,D. Origi,Missing Fixture,Groin Injury,2024-02-04,,98
2023-2024,Nottingham Forest,22149,I. Sangare,Missing Fixture,International duty,2024-02-04,,63
2023-2024,Nottingham Forest,2771,O. Aina,Missing Fixture,International duty,2024-02-04,,41
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,International duty,2024-02-04,,117
2023-2024,Nottingham Forest,18931,C. Wood,Missing Fixture,Thigh Injury,2024-02-10,,118
2023-2024,Nottingham Forest,2468,G. Montiel,Missing Fixture,Thigh Injury,2024-02-10,,147
2023-2024,Nottingham Forest,22149,I. Sangare,Missing Fixture,International duty,2024-02-10,,63
2023-2024,Nottingham Forest,2771,O. Aina,Missing Fixture,International duty,2024-02-10,,41
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,International duty,2024-02-10,,117
2023-2024,Nottingham Forest,18931,C. Wood,Missing Fixture,Thigh Injury,2024-02-17,,118
2023-2024,Nottingham Forest,2468,G. Montiel,Missing Fixture,Thigh Injury,2024-02-17,,147
2023-2024,Nottingham Forest,18931,C. Wood,Missing Fixture,Thigh Injury,2024-02-24,,118
2023-2024,Nottingham Forest,22149,I. Sangare,Missing Fixture,Injury,2024-02-24,,63
2023-2024,Nottingham Forest,2771,O. Aina,Missing Fixture,Injury,2024-02-24,,41
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,Injury,2024-02-24,,117
2023-2024,Nottingham Forest,18931,C. Wood,Missing Fixture,Thigh Injury,2024-03-02,,118
2023-2024,Nottingham Forest,41577,N. Tavares,Missing Fixture,Injury,2024-03-02,,183
2023-2024,Nottingham Forest,2771,O. Aina,Missing Fixture,Injury,2024-03-02,,41
2023-2024,Nottingham Forest,41577,N. Tavares,Missing Fixture,Injury,2024-03-10,,183
2023-2024,Nottingham Forest,2468,G. Montiel,Missing Fixture,Muscle Injury,2024-03-16,,147
2023-2024,Nottingham Forest,41577,N. Tavares,Missing Fixture,Injury,2024-03-16,,183
2023-2024,Nottingham Forest,41577,N. Tavares,Missing Fixture,Injury,2024-03-30,,183
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Muscle Injury,2024-03-30,,155
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Muscle Injury,2024-04-02,,155
2023-2024,Nottingham Forest,41577,N. Tavares,Missing Fixture,Injury,2024-04-07,,183
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Muscle Injury,2024-04-07,,155
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,Muscle Injury,2024-04-07,,117
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Muscle Injury,2024-04-13,,155
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,Muscle Injury,2024-04-13,,117
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Muscle Injury,2024-04-21,,155
2023-2024,Nottingham Forest,18739,W. Boly,Missing Fixture,Muscle Injury,2024-04-21,,117
2023-2024,Nottingham Forest,8598,T. Awoniyi,Missing Fixture,Muscle Injury,2024-04-28,,155
2023-2024,Nottingham Forest,138780,N. Williams,Missing Fixture,Thigh Injury,2024-05-04,,15
2023-2024,Nottingham Forest,138780,N. Williams,Missing Fixture,Thigh Injury,2024-05-11,,15
2023-2024,Nottingham Forest,6056,N. Dominguez,Missing Fixture,Groin Injury,2024-05-19,,0
2023-2024,Nottingham Forest,138780,N. Williams,Missing Fixture,Thigh Injury,2024-05-19,,15
2023-2024,Sheffield Utd,2028,I. Coulibaly,Missing Fixture,Knee Injury,2023-08-12,,6
2023-2024,Sheffield Utd,19201,J. Bogle,Missing Fixture,Knee Injury,2023-08-12,,136
2023-2024,Sheffield Utd,19102,J. Fleck,Missing Fixture,Calf Injury,2023-08-12,,43
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Muscle Injury,2023-08-12,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-08-12,,281
2023-2024,Sheffield Utd,2028,I. Coulibaly,Missing Fixture,Knee Injury,2023-08-18,,6
2023-2024,Sheffield Utd,19102,J. Fleck,Missing Fixture,Calf Injury,2023-08-18,,43
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Muscle Injury,2023-08-18,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-08-18,,281
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-08-27,,258
2023-2024,Sheffield Utd,19102,J. Fleck,Missing Fixture,Calf Injury,2023-08-27,,43
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-08-27,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Muscle Injury,2023-08-27,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-08-27,,281
2023-2024,Sheffield Utd,19302,B. Osborn,Missing Fixture,Groin Injury,2023-09-02,,35
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-09-02,,258
2023-2024,Sheffield Utd,19102,J. Fleck,Missing Fixture,Calf Injury,2023-09-02,,43
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-09-02,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Muscle Injury,2023-09-02,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-09-02,,281
2023-2024,Sheffield Utd,19302,B. Osborn,Missing Fixture,Groin Injury,2023-09-16,,35
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-09-16,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Calf Injury,2023-09-16,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Knee Injury,2023-09-16,,246
2023-2024,Sheffield Utd,19102,J. Fleck,Missing Fixture,Calf Injury,2023-09-16,,43
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-09-16,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Muscle Injury,2023-09-16,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-09-16,,281
2023-2024,Sheffield Utd,19302,B. Osborn,Missing Fixture,Groin Injury,2023-09-24,,35
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-09-24,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Calf Injury,2023-09-24,,246
2023-2024,Sheffield Utd,19102,J. Fleck,Missing Fixture,Calf Injury,2023-09-24,,43
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-09-24,,251
2023-2024,Sheffield Utd,19337,O. McBurnie,Missing Fixture,Red Card,2023-09-24,,229
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Muscle Injury,2023-09-24,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-09-24,,281
2023-2024,Sheffield Utd,19302,B. Osborn,Missing Fixture,Groin Injury,2023-09-30,,35
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-09-30,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Calf Injury,2023-09-30,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-09-30,,251
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-09-30,,281
2023-2024,Sheffield Utd,315237,W. Osula,Missing Fixture,Muscle Injury,2023-09-30,,28
2023-2024,Sheffield Utd,19302,B. Osborn,Missing Fixture,Groin Injury,2023-10-07,,35
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-10-07,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Calf Injury,2023-10-07,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-10-07,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-10-07,,251
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-10-07,,281
2023-2024,Sheffield Utd,315237,W. Osula,Missing Fixture,Muscle Injury,2023-10-07,,28
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-10-21,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-10-21,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-10-21,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-10-21,,251
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-10-21,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-10-21,,210
2023-2024,Sheffield Utd,1949,A. Ahmedhodzic,Missing Fixture,Thigh Injury,2023-10-28,,196
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-10-28,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-10-28,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-10-28,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-10-28,,251
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-10-28,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-10-28,,210
2023-2024,Sheffield Utd,315237,W. Osula,Missing Fixture,Muscle Injury,2023-10-28,,28
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-11-04,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-11-04,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-11-04,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2023-11-04,,251
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-11-04,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-11-04,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-11-12,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-11-12,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-11-12,,246
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2023-11-12,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-11-12,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-11-12,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-11-25,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-11-25,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-11-25,,246
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2023-11-25,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-11-25,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-11-25,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-12-02,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-12-02,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-12-02,,246
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2023-12-02,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-12-02,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-12-02,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-12-06,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-12-06,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Thigh Injury,2023-12-06,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-12-06,,246
2023-2024,Sheffield Utd,19337,O. McBurnie,Missing Fixture,Red Card,2023-12-06,,229
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2023-12-06,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-12-06,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-12-06,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-12-09,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-12-09,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-12-09,,246
2023-2024,Sheffield Utd,19337,O. McBurnie,Missing Fixture,Red Card,2023-12-09,,229
2023-2024,Sheffield Utd,19105,O. Norwood,Missing Fixture,Yellow Cards,2023-12-09,,0
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2023-12-09,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-12-09,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-12-09,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-12-16,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-12-16,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-12-16,,246
2023-2024,Sheffield Utd,19294,J. Robinson,Missing Fixture,Yellow Cards,2023-12-16,,0
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2023-12-16,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-12-16,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-12-16,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-12-22,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-12-22,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-12-22,,246
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2023-12-22,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Muscle Injury,2023-12-22,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-12-22,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-12-26,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-12-26,,258
2023-2024,Sheffield Utd,19201,J. Bogle,Missing Fixture,Yellow Cards,2023-12-26,,136
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-12-26,,246
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-12-26,,210
2023-2024,Sheffield Utd,1949,A. Ahmedhodzic,Missing Fixture,Yellow Cards,2023-12-30,,196
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2023-12-30,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2023-12-30,,258
2023-2024,Sheffield Utd,36929,G. Hamer,Missing Fixture,Yellow Cards,2023-12-30,,0
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2023-12-30,,246
2023-2024,Sheffield Utd,158697,J. McAtee,Missing Fixture,Loan agreement,2023-12-30,,118
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Injury,2023-12-30,,210
2023-2024,Sheffield Utd,199310,A. B. Slimane,Missing Fixture,National selection,2024-01-21,,48
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-01-21,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-01-21,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-01-21,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Injury,2024-01-21,,251
2023-2024,Sheffield Utd,138828,Y. Larouci,Missing Fixture,National selection,2024-01-21,,0
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-01-30,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-01-30,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Injury,2024-01-30,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-01-30,,246
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Red Card,2024-01-30,,245
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-02-03,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-02-03,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Injury,2024-02-03,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-02-03,,246
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-02-10,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-02-10,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Injury,2024-02-10,,246
2023-2024,Sheffield Utd,14382,I. Grbic,Missing Fixture,Head Injury,2024-02-10,,0
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-02-10,,246
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-02-18,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-02-18,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Injury,2024-02-18,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-02-18,,246
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-02-18,,281
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-02-25,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-02-25,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-02-25,,246
2023-2024,Sheffield Utd,19150,M. Holgate,Missing Fixture,Red Card,2024-02-25,,76
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2024-02-25,,251
2023-2024,Sheffield Utd,342659,N. Gomis,Missing Fixture,Injury,2024-02-25,,0
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-02-25,,281
2023-2024,Sheffield Utd,199310,A. B. Slimane,Missing Fixture,Thigh Injury,2024-03-04,,48
2023-2024,Sheffield Utd,137302,C. Archer,Missing Fixture,Calf Injury,2024-03-04,,4
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-03-04,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-03-04,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-03-04,,246
2023-2024,Sheffield Utd,19150,M. Holgate,Missing Fixture,Red Card,2024-03-04,,76
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2024-03-04,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2024-03-04,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-03-04,,281
2023-2024,Sheffield Utd,199310,A. B. Slimane,Missing Fixture,Thigh Injury,2024-03-09,,48
2023-2024,Sheffield Utd,137302,C. Archer,Missing Fixture,Calf Injury,2024-03-09,,4
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-03-09,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-03-09,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-03-09,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2024-03-09,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2024-03-09,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-03-09,,281
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-03-30,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-03-30,,258
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-03-30,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2024-03-30,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2024-03-30,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-03-30,,281
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-04-04,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-04-04,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Calf Injury,2024-04-04,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-04-04,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2024-04-04,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2024-04-04,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-04-04,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Knock,2024-04-04,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-04-07,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-04-07,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Calf Injury,2024-04-07,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-04-07,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2024-04-07,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2024-04-07,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-04-07,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Knock,2024-04-07,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-04-13,,210
2023-2024,Sheffield Utd,296458,D. Jebbison,Missing Fixture,Muscle Injury,2024-04-13,,258
2023-2024,Sheffield Utd,19090,G. Baldock,Missing Fixture,Calf Injury,2024-04-13,,246
2023-2024,Sheffield Utd,19093,J. Egan,Missing Fixture,Ankle Injury,2024-04-13,,246
2023-2024,Sheffield Utd,44809,M. Lowe,Missing Fixture,Ankle Injury,2024-04-13,,251
2023-2024,Sheffield Utd,303,R. Brewster,Missing Fixture,Thigh Injury,2024-04-13,,245
2023-2024,Sheffield Utd,18331,R. Norrington-Davies,Missing Fixture,Thigh Injury,2024-04-13,,281
2023-2024,Sheffield Utd,18762,T. Davies,Missing Fixture,Knock,2024-04-13,,210
2023-2024,Sheffield Utd,19091,C. Basham,Missing Fixture,Ankle Injury,2024-04-20,,210
